 frequency       db(vout)        180*cph(vout)/pi
 3.98107171e+09 -6.76221591e+01 -3.04091017e+02 
 4.46683592e+09 -6.88623643e+01 -3.05149117e+02 
 5.01187234e+09 -7.00605144e+01 -3.06228755e+02 
 5.62341325e+09 -7.12112354e+01 -3.07378367e+02 
 6.30957344e+09 -7.23101303e+01 -3.08641243e+02 
 7.07945784e+09 -7.33534967e+01 -3.10052161e+02 
 7.94328235e+09 -7.43380483e+01 -3.11635056e+02 
 8.91250938e+09 -7.52607299e+01 -3.13401742e+02 
 1.00000000e+10 -7.61186788e+01 -3.15351615e+02 
 1.12201845e+10 -7.69093458e+01 -3.17472196e+02 
 1.25892541e+10 -7.76307454e+01 -3.19740421e+02 
 1.41253754e+10 -7.82817649e+01 -3.22124609e+02 
 1.58489319e+10 -7.88624517e+01 -3.24586994e+02 
 1.77827941e+10 -7.93741972e+01 -3.27086634e+02 
 1.99526231e+10 -7.98197717e+01 -3.29582440e+02 
 2.23872114e+10 -8.02031967e+01 -3.32035948e+02 
 2.51188643e+10 -8.05294874e+01 -3.34413533e+02 
 2.81838293e+10 -8.08043163e+01 -3.36687854e+02 
 3.16227766e+10 -8.10336601e+01 -3.38838471e+02 
 3.54813389e+10 -8.12234800e+01 -3.40851737e+02 
 3.98107171e+10 -8.13794676e+01 -3.42720155e+02 
 4.46683592e+10 -8.15068685e+01 -3.44441421e+02 
 5.01187234e+10 -8.16103800e+01 -3.46017336e+02 
 5.62341325e+10 -8.16941118e+01 -3.47452759e+02 
 6.30957344e+10 -8.17615911e+01 -3.48754658e+02 
 7.07945784e+10 -8.18157988e+01 -3.49931331e+02 
 7.94328235e+10 -8.18592227e+01 -3.50991789e+02 
 8.91250938e+10 -8.18939179e+01 -3.51945287e+02 
 1.00000000e+11 -8.19215675e+01 -3.52801001e+02 
 1.12201845e+11 -8.19435415e+01 -3.53567792e+02 
 1.25892541e+11 -8.19609479e+01 -3.54254074e+02 
 1.41253754e+11 -8.19746800e+01 -3.54867722e+02 
 1.58489319e+11 -8.19854551e+01 -3.55416044e+02 
 1.77827941e+11 -8.19938487e+01 -3.55905764e+02 
 1.99526231e+11 -8.20003227e+01 -3.56343042e+02 
 2.23872114e+11 -8.20052487e+01 -3.56733486e+02 
 2.51188643e+11 -8.20089270e+01 -3.57082188e+02 
 2.81838293e+11 -8.20116020e+01 -3.57393748e+02 
 3.16227766e+11 -8.20134738e+01 -3.57672302e+02 
 3.54813389e+11 -8.20147066e+01 -3.57921557e+02 
 3.98107171e+11 -8.20154357e+01 -3.58144823e+02 
 4.46683592e+11 -8.20157716e+01 -3.58345046e+02 
 5.01187234e+11 -8.20158039e+01 -3.58524849e+02 
 5.62341325e+11 -8.20156045e+01 -3.58686565e+02 
 6.30957344e+11 -8.20152303e+01 -3.58832275e+02 
 7.07945784e+11 -8.20147255e+01 -3.58963832e+02 
 7.94328235e+11 -8.20141237e+01 -3.59082892e+02 
 8.91250938e+11 -8.20134488e+01 -3.59190927e+02 
 1.00000000e+12 -8.20127149e+01 -3.59289253e+02 
